Event_Title,Date,Time,Venue,Address,url,Latitude,Longitude
ATET Forever: JÄMO & KUMI,2024-12-15,18:00,Docklands,"docklands ferry Docklands, VIC 3008",https://www.eventbrite.com.au/e/atet-forever-jamo-kumi-tickets-1091823285839?aff=ebdssbdestsearch,,
Crystal Aura Workshop by Alula Fox at Handmade Market,2024-12-15,11:00,Coburg Town Hall,"90 Bell Street Coburg, VIC 3058",https://www.eventbrite.com/e/crystal-aura-workshop-by-alula-fox-at-handmade-market-tickets-1032241380757?aff=ebdssbdestsearch,-37.7408943,144.9695726
HELL UPSTAIRS,2024-12-15,0:00,Bad Decisions Bar,"46 Johnston St, Fitzroy VIC 3065, Australia",https://www.facebook.com/events/8670011283113470/,-37.798246,144.9762881
Agile & Scrum 1 Day Training in Melbourne,2024-12-16,09:00,For venue details reach us at info@mangates.com,"PH: + 61(0) 2 80155605 Melbourne, VIC 3000",https://www.eventbrite.com/e/agile-scrum-1-day-training-in-melbourne-tickets-828301541207?aff=ebdssbdestsearch,-37.8152065,144.963937
Cyber Security Overview 1 Day Training in Melbourne,2024-12-16,09:00,For venue details reach us at info@mangates.com,"PH: + 61(0) 2 80155605 Melbourne, VIC 3000",https://www.eventbrite.com/e/cyber-security-overview-1-day-training-in-melbourne-tickets-828473375167?aff=ebdssbdestsearch,-37.8152065,144.963937
Excel Super User 1 Day Training in Melbourne,2024-12-16,09:00,For venue details reach us at info@mangates.com,"PH: + 61(0) 2 80155605 Melbourne, VIC 3000",https://www.eventbrite.com/e/excel-super-user-1-day-training-in-melbourne-tickets-828746291467?aff=ebdssbdestsearch,-37.8152065,144.963937
Sensory Tray Session- CHRISTMAS SESSION,2024-12-16,10:00,Fairfield Community Room,"121 Station Street Fairfield, VIC 3078",https://www.eventbrite.com.au/e/sensory-tray-session-christmas-session-tickets-1092923205729?aff=ebdssbdestsearch,-37.7775759,145.0185916
Change Management - Change Matters 1 Day Training in Melbourne,2024-12-16,09:00,For venue details reach us at info@mangates.com,"PH: + 61(0) 2 80155605 Melbourne, VIC 3000",https://www.eventbrite.com/e/change-management-change-matters-1-day-training-in-melbourne-tickets-828427046597?aff=ebdssbdestsearch,-37.8152065,144.963937
The Rising,2024-12-16,06:30,Janefield Community Centre,"2 Manchester Crescent Bundoora, VIC 3083",https://www.eventbrite.com.au/e/the-rising-tickets-1089625823169?aff=ebdssbdestsearch,-37.6830734,145.0745351
Christmas Toddler & Preschool Art in Williamstown Library,2024-12-16,10:30,Williamstown Library,"104 Ferguson Street Williamstown, VIC 3016",https://www.eventbrite.com.au/e/christmas-toddler-preschool-art-in-williamstown-library-tickets-1039842094697?aff=ebdssbdestsearch,-37.85832,144.8961172
Effective Change Management 1 Day Training in Melbourne,2024-12-16,09:00,For venue details reach us at info@mangates.com,"PH: + 61(0) 2 80155605 Melbourne, VIC 3000",https://www.eventbrite.com/e/effective-change-management-1-day-training-in-melbourne-tickets-828614256547?aff=ebdssbdestsearch,-37.8152065,144.963937
Big Data Overview 1 Day Training in Melbourne,2024-12-16,09:00,For venue details reach us at info@mangates.com,"PH: + 61(0) 2 80155605 Melbourne, VIC 3000",https://www.eventbrite.com/e/big-data-overview-1-day-training-in-melbourne-tickets-828375171437?aff=ebdssbdestsearch,-37.8152065,144.963937
Elements of Risk Management 1 Day Training in Melbourne,2024-12-16,09:00,For venue details reach us at info@mangates.com,"PH: + 61(0) 2 80155605 Melbourne, VIC 3000",https://www.eventbrite.com/e/elements-of-risk-management-1-day-training-in-melbourne-tickets-828669541907?aff=ebdssbdestsearch,-37.8152065,144.963937
Clinical Ethics: End-of-Life Care,2024-12-16,8:30,Deakin Downtown,"727 Collins Street #tower 2 level 12 Melbourne, VIC 3008",https://www.eventbrite.com.au/e/clinical-ethics-end-of-life-care-tickets-1015834858407?aff=ebdssbdestsearch,-37.8206847,144.949995
Business Ethics 1 Day Training in Melbourne,2024-12-16,09:00,For venue details reach us at info@mangates.com,"PH: + 61(0) 2 80155605 Melbourne, VIC 3000",https://www.eventbrite.com/e/business-ethics-1-day-training-in-melbourne-tickets-828395422007?aff=ebdssbdestsearch,-37.8152065,144.963937
PASIFIKA MOVEMENT & CACAO - Masina Atoa - Full Moon,2024-12-16,18:30,Hatt Reserve,"Esplanade Williamstown, VIC 3016",https://www.eventbrite.com.au/e/pasifika-movement-cacao-masina-atoa-full-moon-tickets-1084792757339?aff=ebdssbdestsearch,-37.8679435,144.8943935
Agile For Executives 1 Day Training in Melbourne,2024-12-16,09:00,For venue details reach us at info@mangates.com,"PH: + 61(0) 2 80155605 Melbourne, VIC 3000",https://www.eventbrite.com/e/agile-for-executives-1-day-training-in-melbourne-tickets-828326917107?aff=ebdssbdestsearch,-37.8152065,144.963937
Christmas Outdoor Cinema,2024-12-16,0:00,Fed Square,"Swanston St &, Flinders St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/1234405450947147/?event_time_id=1234405480947144,-37.81767355,144.9667825800355
Rowena Wise - Mondays in December at the Merri Creek Tavern,2024-12-16,20:00,The Merri Creek Tavern,"111 High St, Northcote VIC 3070, Australia",https://www.facebook.com/events/1535983523717511/,-37.7794356,144.996838
AgileSHIFT 1 Day Training in Melbourne,2024-12-16,09:00,For venue details reach us at info@mangates.com,"PH: + 61(0) 2 80155605 Melbourne, VIC 3000",https://www.eventbrite.com/e/agileshift-1-day-training-in-melbourne-tickets-828355933897?aff=ebdssbdestsearch,-37.8152065,144.963937
Biz Growth Network - In Person - South Melbourne Networking Event,2024-12-17,07:45,The Deck Brighton,"212 Bay Street Brighton, VIC 3186",https://www.eventbrite.com.au/e/biz-growth-network-in-person-south-melbourne-networking-event-tickets-1010418086697?aff=ebdssbdestsearch,-37.9052818,144.999296
Christmas Kids Art Fun at Peachy Keen Williamstown,2024-12-17,10:00,82-84 Ferguson St,"82-84 Ferguson Street Williamstown, VIC 3016",https://www.eventbrite.com.au/e/christmas-kids-art-fun-at-peachy-keen-williamstown-tickets-1039843358477?aff=ebdssbdestsearch,-37.8586804,144.8974969
"Melbourne, VIC Lean Six Sigma Green and Black Belt Conference By CP",2024-12-17,09:00,120 Collins St,"120 Collins Street Levels 31 & 50/120 Collins St Melbourne, VIC 3000",https://www.eventbrite.com/e/melbourne-vic-lean-six-sigma-green-and-black-belt-conference-by-cp-tickets-917400187657?aff=ebdssbdestsearch,-37.8138656,144.9695281
In-Person PMP Exam Prep Course in Melbourne,2024-12-17,09:00,120 Collins St,"120 Collins Street Levels 31 & 50/120 Collins St Melbourne, VIC 3000",https://www.eventbrite.com/e/in-person-pmp-exam-prep-course-in-melbourne-tickets-929343079167?aff=ebdssbdestsearch,-37.8138656,144.9695281
The Last Christmas Party,2024-12-17,19:00,The Butterfly Club,"5 Carson Place Melbourne, VIC 3000",https://www.eventbrite.co.uk/e/the-last-christmas-party-tickets-1032930652387?aff=ebdssbdestsearch,-37.8154472,144.9652725
Melbourne Lean Six Sigma Black Belt Certification,2024-12-17,09:00,120 Collins St,"120 Collins Street Levels 31 & 50/120 Collins St Melbourne, VIC 3000",https://www.eventbrite.com/e/melbourne-lean-six-sigma-black-belt-certification-tickets-919625954987?aff=ebdssbdestsearch,-37.8138656,144.9695281
In-Person CAPM Exam Prep Course in Melbourne,2024-12-17,09:00,120 Collins St,"120 Collins Street Levels 31 & 50/120 Collins St Melbourne, VIC 3000",https://www.eventbrite.com/e/in-person-capm-exam-prep-course-in-melbourne-tickets-936725480127?aff=ebdssbdestsearch,-37.8138656,144.9695281
In-Person LSSGB Exam Prep Course in Melbourne,2024-12-17,09:00,120 Collins St,"120 Collins Street Levels 31 & 50/120 Collins St Melbourne, VIC 3000",https://www.eventbrite.com/e/in-person-lssgb-exam-prep-course-in-melbourne-tickets-942590973977?aff=ebdssbdestsearch,-37.8138656,144.9695281
PLAY: Script Roulette Podcast,2024-12-17,0:00,Arts Centre Melbourne,"100 St Kilda Rd, Southbank VIC 3004, Australia",https://www.facebook.com/events/473972392257808/,-37.8216405,144.9683143
Melbourne PgMP Exam Preparation Course,2024-12-17,09:00,120 Collins St,"120 Collins Street Levels 31 & 50/120 Collins St Melbourne, VIC 3000",https://www.eventbrite.com/e/melbourne-pgmp-exam-preparation-course-tickets-924242683747?aff=ebdssbdestsearch,-37.8138656,144.9695281
"CAPM Melbourne, VIC In-person Class",2024-12-17,09:00,120 Collins St,"120 Collins Street Levels 31 & 50/120 Collins St Melbourne, VIC 3000",https://www.eventbrite.com/e/capm-melbourne-vic-in-person-class-tickets-910731461317?aff=ebdssbdestsearch,-37.8138656,144.9695281
Tour Talk,2024-12-17,18:30,Music Market,"35 Johnston Street #Unit 2 Collingwood, VIC 3066",https://www.eventbrite.com.au/e/tour-talk-tickets-1091628242459?aff=ebdssbdestsearch,-37.7992906,144.9861257
Leveraging Robotics for Success | Melbourne,2024-12-17,16:00,Melbourne,"Online Event Melbourne, VIC 3000",https://www.eventbrite.com.au/e/leveraging-robotics-for-success-melbourne-tickets-1052301701717?aff=ebdssbdestsearch,-37.8152065,144.963937
Melbourne Make Friends & Mingle - Mr Tulk,2024-12-18,19:00,Mr Tulk Cafe,"328 Swanston Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/melbourne-make-friends-mingle-mr-tulk-tickets-1086551457659?aff=ebdssbdestsearch,-37.8097472,144.9654858
A night with Briana Evigan,2024-12-18,18:00,The Railway Hotel- Windsor,"29 Chapel Street Windsor, VIC 3181",https://www.eventbrite.com.au/e/a-night-with-briana-evigan-tickets-1038740519857?aff=ebdssbdestsearch,-37.8566744,144.9922172
Paint & Pints,2024-12-18,19:00,Westside Ale Works,"36 Alfred Street South Melbourne, VIC 3205",https://www.eventbrite.com.au/e/paint-pints-tickets-1081557811529?aff=ebdssbdestsearch,-37.8320645,144.9494395
BLUEY'S LITTLE DISCO BALL - in honour of Bluey the rescue doggie.,2024-12-18,06:30,Edward.S,"116 Commercial Road Prahran, VIC 3181",https://www.eventbrite.com.au/e/blueys-little-disco-ball-in-honour-of-bluey-the-rescue-doggie-tickets-1086645077679?aff=ebdssbdestsearch,-37.8464962,144.9900245
Raise the Bar  Female Stand-up Comedy Allstars - End of Year Gala!,2024-12-18,19:00,StoryVille,"185 Lonsdale Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/raise-the-bar-female-stand-up-comedy-allstars-end-of-year-gala-tickets-1078536123579?aff=ebdssbdestsearch,-37.811172,144.966828
Electric & Four Loko Presents Summer Never Sleeps with Papa Smurf,2024-12-18,19:00,Electric Bar,"265-267 Chapel st Prahran, VIC 3181",https://www.eventbrite.com.au/e/electric-four-loko-presents-summer-never-sleeps-with-papa-smurf-tickets-1096866971639?aff=ebdssbdestsearch,-37.8491548,144.9935126
In-Person PMI ACP Exam Prep Course in Melbourne,2024-12-18,09:00,120 Collins St,"120 Collins Street Levels 31 & 50/120 Collins St Melbourne, VIC 3000",https://www.eventbrite.com/e/in-person-pmi-acp-exam-prep-course-in-melbourne-tickets-936884315207?aff=ebdssbdestsearch,-37.8138656,144.9695281
Hangman's Night Tour at the Old Melbourne Gaol 2024,2024-12-18,20:00,Old Melbourne Gaol,"377 Russell Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/hangmans-night-tour-at-the-old-melbourne-gaol-2024-tickets-928319688177?aff=ebdssbdestsearch,-37.8079389,144.9650674
"Kavisha Mazzella, Nick Charles, Enda Kenny & Khristian Mizzi  at The Lowie",2024-12-18,19:30,The Lomond Hotel,"225 Nicholson Street Brunswick East, VIC 3057",https://www.eventbrite.com.au/e/kavisha-mazzella-nick-charles-enda-kenny-khristian-mizzi-at-the-lowie-tickets-1097763292559?aff=ebdssbdestsearch,-37.7670861,144.9800057
Agile Certification from PMI in Melbourne,2024-12-18,09:00,120 Collins St,"120 Collins Street Levels 31 & 50/120 Collins St Melbourne, VIC 3000",https://www.eventbrite.com/e/agile-certification-from-pmi-in-melbourne-tickets-891209480547?aff=ebdssbdestsearch,-37.8138656,144.9695281
EXCLUSIVE CHRISTMAS SINGLES EVENT 45+,2024-12-18,06:30,HARDWARE 55,"55 Hardware Lane Melbourne, VIC 3000",https://www.eventbrite.com.au/e/exclusive-christmas-singles-event-45-tickets-1094789367469?aff=ebdssbdestsearch,-37.8134338,144.9610007
"Melbourne CBD speed dating Hophaus, Southbank, Melbourne ages 25-39",2024-12-18,19:00,Hophaus Bar,"3 Southgate Avenue Southbank Melbourne, VIC 3006",https://www.eventbrite.com.au/e/melbourne-cbd-speed-dating-hophaus-southbank-melbourne-ages-25-39-tickets-900885742507?aff=ebdssbdestsearch,-37.820556,144.965833
Algorythm+ / Upskilling in AI for Absolute Beginners,2024-12-18,19:00,Melbourne Online,". Melbourne, VIC 00000",https://www.eventbrite.com/e/algorythm-upskilling-in-ai-for-absolute-beginners-tickets-1080256047919?aff=ebdssbdestsearch,-37.8136276,144.9630576
Sound Healing - Full Body. Release the year - Sound Bath with Romy,2024-12-18,19:30,Private Studio in St Kilda East (see email for address),"Alma Road St Kilda East, VIC 3183",https://www.eventbrite.com.au/e/sound-healing-full-body-release-the-year-sound-bath-with-romy-tickets-1076458358929?aff=ebdssbdestsearch,-37.8626178,145.0005983
Melbourne Social Walks - Lake Mountain Snow Trip + Summit Hike - Moderate 5,2024-12-18,10:00,12 Normanby Rd,"12 Normanby Road Caulfield East, VIC 3145",https://www.eventbrite.com/e/melbourne-social-walks-lake-mountain-snow-trip-summit-hike-moderate-5-tickets-1003463264637?aff=ebdssbdestsearch,-37.87807,145.0429702
SAUCE,2024-12-18,19:00,The Butterfly Club,"5 Carson Place Melbourne, VIC 3000",https://www.eventbrite.co.uk/e/sauce-tickets-944830763247?aff=ebdssbdestsearch,-37.8154472,144.9652725
Gay Men Speed Dating Melbourne | In-Person | Cityswoon | Ages  29-49,2024-12-18,19:00,Naughty Nancy's,"190 Chapel St, Prahran Prahran Melbourne, VIC 3181",https://www.eventbrite.com.au/e/gay-men-speed-dating-melbourne-in-person-cityswoon-ages-29-49-tickets-1084852425809?aff=ebdssbdestsearch,-37.8515304,144.9935742
CANTONA & SHOCK VICTIM,2024-12-18,19:00,The Last Chance,"238 Victoria St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/8879075192153995/,-37.8059962,144.9585654
Melbourne Instruments Synth Showcase at Howler,2024-12-18,19:00,Howler,"7-11 Dawson St, Brunswick VIC 3056, Australia",https://www.facebook.com/events/1967159207098521/,-37.7720304,144.9596527
Kindred Studios & Sailor Jerry Presents: Battle Of The Bands - HEAT #5,2024-12-18,18:30,Kindred Bandroom,"3 Harris St, Footscray VIC 3011, Australia",https://www.facebook.com/events/973121881527221/,-37.8119001,144.9008247
Soulful Bush Community - Event Donations,2024-12-19,10:00,38 Huntingtower Rd,"38 Huntingtower Road Armadale, VIC 3143",https://www.eventbrite.com/e/soulful-bush-community-event-donations-tickets-1018548856047?aff=ebdssbdestsearch,-37.8522396,145.0250808
Shamanic Breathwork Journey: AIR - Elemental Cycle Five-Part Series.,2024-12-19,18:30,Centre of You,"Upstairs, 217 Chapel St Prahran Melbourne, VIC 3181",https://www.eventbrite.com.au/e/shamanic-breathwork-journey-air-elemental-cycle-five-part-series-tickets-1042496303507?aff=ebdssbdestsearch,-37.8509316,144.9933031
Ripe Hip Hop @ The Vineyard,2024-12-19,19:30,The Vineyard Restaurant,"71A Acland Street St Kilda, VIC 3182",https://www.eventbrite.com.au/e/ripe-hip-hop-the-vineyard-tickets-1090993343459?aff=ebdssbdestsearch,-37.8675253,144.9785015
"GREG @ THE LAST CHANCE w GOOD SNIFF, ELVIS 3D, SPECCY",2024-12-19,20:00,The Last Chance,"238 Victoria St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/1334292067597529/,-37.8059962,144.9585654
Beauty and the Beast: A Christmas Pantomime,2024-12-19,19:30,Stay Gold,"133 Sydney Rd Brunswick Melbourne, VIC 3056",https://www.eventbrite.com.au/e/beauty-and-the-beast-a-christmas-pantomime-tickets-1090292416969?aff=ebdssbdestsearch,-37.7743822,144.9606172
Geoff Achison - Two Tones Christmas Party & Thursday Night Jam!,2024-12-19,0:00,Hume Blues Club Inc,"27 Ballantyne St, Thornbury VIC 3071, Australia",https://www.facebook.com/events/1021489572796457/,-37.7588241,144.9985126
"(Thu, Dec 19) BRETT POLINESS & KATIE SCOTT",2024-12-19,00:00,George Lane St Kilda,"1 George Ln, St Kilda VIC 3182, Australia",https://www.facebook.com/events/1204010737352510/,-37.85997305,144.9780306
Jamie Miller 'Long Way Home' World Tour - Melbourne,2024-12-19,19:30,Max Watts,"125 Swanston St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/1114079473421967/,-37.8147557,144.9659879
SMNKSMT LIVE,2024-12-19,0:00,Bad Decisions Bar,"46 Johnston St, Fitzroy VIC 3065, Australia",https://www.facebook.com/events/4017985308431968/,-37.798246,144.9762881
Sneak Peak of Sticky Carpet 2025 at Mr Boogie Man Bar.,2024-12-19,20:00,Mr Boogie Man Bar,"160 Hoddle St, Abbotsford VIC 3067, Australia",https://www.facebook.com/events/560463340264029/,-37.80245,144.99295304614787
Christmas Party,2024-12-20,19:00,San Marco in Lamis Social Club,"Kay Street Carlton, VIC 3053",https://www.eventbrite.com.au/e/christmas-party-tickets-1018557381547?aff=ebdssbdestsearch,-37.7951284,144.9729425
"Bollywood Club-GULABO at Crown, Melbourne",2024-12-20,21:30,Crown Melbourne,"8 Whiteman Street Southbank, VIC 3006",https://www.eventbrite.com.au/e/bollywood-club-gulabo-at-crown-melbourne-tickets-1061861649779?aff=ebdssbdestsearch,-37.82343669999999,144.9580861
Gift voucher for Christmas!,2024-12-20,12:00,Williamstown Library,"104 Ferguson Street Williamstown, VIC 3016",https://www.eventbrite.com.au/e/gift-voucher-for-christmas-tickets-1041861825767?aff=ebdssbdestsearch,-37.85832,144.8961172
It's a House Thing @ OneSixOne Rooftop | 20 December,2024-12-20,17:00,onesixone,"161 High Street Prahran, VIC 3181",https://www.eventbrite.com.au/e/its-a-house-thing-onesixone-rooftop-20-december-tickets-1044638210007?aff=ebdssbdestsearch,-37.8517323,144.9936589
Bollywood BEACH PARTY!,2024-12-20,22:00,Bass Lounge,"101 Little Bourke Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/bollywood-beach-party-tickets-1098031996259?aff=ebdssbdestsearch,-37.8113783,144.9695903
Double Dole Stringband and Cat & Clint at The Lomond Hotel.,2024-12-20,20:30,The Lomond Hotel,"225 Nicholson Street Brunswick East, VIC 3057",https://www.eventbrite.com.au/e/double-dole-stringband-and-cat-clint-at-the-lomond-hotel-tickets-1098528471229?aff=ebdssbdestsearch,-37.7670861,144.9800057
Sacred Sound Meditation at Vyve Meditation Centre (EESystem),2024-12-20,19:00,Vyve Meditation Centre,"266 Bolton Street #1A Eltham, VIC 3095",https://www.eventbrite.com.au/e/sacred-sound-meditation-at-vyve-meditation-centre-eesystem-tickets-1083646920109?aff=ebdssbdestsearch,-37.720178,145.138187
Magic Moments Gathering Launch Party,2024-12-20,19:00,Lucky Schmuck,"719 High Street Thornbury, VIC 3071",https://www.eventbrite.com.au/e/magic-moments-gathering-launch-party-tickets-1089744116989?aff=ebdssbdestsearch,-37.759026,145.000313
Mi Casa x Revolver Fridays ,2024-12-20,00:00,Revolver Upstairs,"Level 2/229 Chapel St, Prahran VIC 3181, Australia",https://www.facebook.com/events/927672152572353/,-37.8505902,144.9933469
